Година на улова;Месец на улова;Място на разтоварване;Вид риба;Дължина;Дата;Общо улов[кг];Средено за деклар.[кг];Брой декларации;
2009;3;Созопол;Рапан ;7.8;04.03.2009;464;464;1;
2009;3;Созопол;Рапан ;8;04.03.2009;347;347;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);17.3;04.03.2009;600;600;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;04.03.2009;1245;1245;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;04.03.2009;1110;555;2;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;04.03.2009;8100;1620;5;
2009;3;Созопол;Рапан ;7.8;05.03.2009;558;558;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);23.75;05.03.2009;585;585;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;05.03.2009;1680;1680;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;05.03.2009;3420;855;4;
2009;3;Созопол;Рапан ;7.8;07.03.2009;336;336;1;
2009;3;Созопол;Рапан ;8;07.03.2009;474;474;1;
2009;3;Созопол;Карагьоз, дунавска скумрия ;7.6;08.03.2009;5;5;1;
2009;3;Созопол;Рапан ;7.8;08.03.2009;461;461;1;
2009;3;Созопол;Рапан ;8;08.03.2009;513;513;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;08.03.2009;1740;1740;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;08.03.2009;4080;4080;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;08.03.2009;9645;2411.25;4;
2009;3;Созопол;Рапан ;7.8;09.03.2009;392;392;1;
2009;3;Созопол;Рапан ;8;09.03.2009;536;536;1;
2009;3;Созопол;Рапан ;9.1;09.03.2009;925;925;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);17.3;09.03.2009;1490;1490;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;09.03.2009;2370;2370;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;09.03.2009;2250;2250;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;09.03.2009;17750;3550;5;
2009;3;Созопол;Рапан ;7.8;10.03.2009;304;304;1;
2009;3;Созопол;Рапан ;8;10.03.2009;616;616;1;
2009;3;Созопол;Рапан ;9.1;10.03.2009;817;817;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);17.3;10.03.2009;1470;1470;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;10.03.2009;2700;2700;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;10.03.2009;2340;2340;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;10.03.2009;17020;3404;5;
2009;3;Созопол;Рапан ;7.8;11.03.2009;324;324;1;
2009;3;Созопол;Рапан ;9.1;11.03.2009;502;502;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;11.03.2009;2970;2970;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;11.03.2009;17015;4253.75;4;
2009;3;Созопол;Рапан ;7.8;12.03.2009;217;217;1;
2009;3;Созопол;Рапан ;8;12.03.2009;613;613;1;
2009;3;Созопол;Рапан ;9.1;12.03.2009;614;614;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);17.3;12.03.2009;945;945;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;12.03.2009;2265;2265;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;12.03.2009;8145;1357.5;6;
2009;3;Созопол;Калкан ;6.9;13.03.2009;30;30;1;
2009;3;Созопол;Рапан ;8;13.03.2009;423;423;1;
2009;3;Созопол;Рапан ;9.1;13.03.2009;596;596;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);17.3;13.03.2009;795;795;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;13.03.2009;1380;1380;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;13.03.2009;16425;3285;5;
2009;3;Созопол;Рапан ;7.8;14.03.2009;630;630;1;
2009;3;Созопол;Рапан ;9.1;14.03.2009;743;743;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;14.03.2009;1410;1410;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;14.03.2009;480;480;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;14.03.2009;8970;1794;5;
2009;3;Созопол;Рапан ;7.8;15.03.2009;707;707;1;
2009;3;Созопол;Рапан ;8;15.03.2009;743;743;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;15.03.2009;1710;1710;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;15.03.2009;690;690;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;15.03.2009;14960;2992;5;
2009;3;Созопол;Рапан ;7.8;16.03.2009;881;881;1;
2009;3;Созопол;Рапан ;9.1;16.03.2009;646;646;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);17.3;16.03.2009;960;960;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;16.03.2009;1470;1470;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;16.03.2009;1425;1425;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;16.03.2009;4665;1555;3;
2009;3;Созопол;Рапан ;7.8;17.03.2009;597;597;1;
2009;3;Созопол;Рапан ;9.1;17.03.2009;823;823;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);17.3;17.03.2009;225;225;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;17.03.2009;1275;1275;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;17.03.2009;9090;2272.5;4;
2009;3;Созопол;Карагьоз, дунавска скумрия ;7.2;18.03.2009;26;13;2;
2009;3;Созопол;Попчета;7.2;18.03.2009;15;15;1;
2009;3;Созопол;Рапан ;7.8;18.03.2009;709;709;1;
2009;3;Созопол;Рапан ;8;18.03.2009;622;622;1;
2009;3;Созопол;Рапан ;9.1;18.03.2009;456;456;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);22.5;18.03.2009;1650;1650;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.45;18.03.2009;1275;1275;1;
2009;3;Созопол;Цаца (копърка, трицона, шпрот);25.5;18.03.2009;8535;2133.75;4;
2009;3;Созопол;Карагьоз, дунавска скумрия ;7.19;19.03.2009;8;8;1;
