Година на улова;Месец на улова;Място на разтоварване;Вид риба;Дължина;Дата;Общо улов[кг];Средено за деклар.[кг];Брой декларации;
2010;7;Созопол;Попчета;7.4;12.07.2010;4;4;1;
2010;7;Созопол;Рапан ;7.5;12.07.2010;910;910;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);9.5;12.07.2010;240;240;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);23.75;12.07.2010;2340;2340;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;12.07.2010;675;675;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;12.07.2010;5303;1325.75;4;
2010;7;Созопол;Попчета;4.2;13.07.2010;2;2;1;
2010;7;Созопол;Рапан ;7.85;13.07.2010;682;682;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);9.5;13.07.2010;400;400;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);23.75;13.07.2010;765;765;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;13.07.2010;1095;1095;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;13.07.2010;3224;1612;2;
2010;7;Созопол;Рапан ;7.5;14.07.2010;511;511;1;
2010;7;Созопол;Рапан ;7.85;14.07.2010;714;714;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);9.5;14.07.2010;360;360;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);23.75;14.07.2010;1740;1740;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;14.07.2010;1650;1650;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;14.07.2010;9499;1899.8;5;
2010;7;Созопол;Рапан ;7.5;15.07.2010;410;410;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);9.5;15.07.2010;600;600;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);23.75;15.07.2010;3225;3225;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;15.07.2010;3000;3000;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;15.07.2010;6215;2071.67;3;
2010;7;Созопол;Рапан ;7.85;16.07.2010;628;628;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);9.5;16.07.2010;160;160;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);23.75;16.07.2010;3000;3000;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;16.07.2010;3000;3000;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;16.07.2010;7440;2480;3;
2010;7;Созопол;Рапан ;7.85;17.07.2010;713;713;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);9.5;17.07.2010;200;200;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;17.07.2010;4000;2000;2;
2010;7;Созопол;Рапан ;7.85;18.07.2010;583;583;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);9.5;18.07.2010;220;220;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;18.07.2010;1700;850;2;
2010;7;Созопол;Попчета;6.2;19.07.2010;5;5;1;
2010;7;Созопол;Рапан ;7.5;19.07.2010;720;720;1;
2010;7;Созопол;Хамсия ;9.5;19.07.2010;40;40;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);9.5;19.07.2010;300;300;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);22.5;19.07.2010;2025;2025;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);23.75;19.07.2010;2325;2325;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;19.07.2010;2010;2010;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;19.07.2010;6963;1392.6;5;
2010;7;Созопол;Попчета;6.2;20.07.2010;3;3;1;
2010;7;Созопол;Попчета;7.4;20.07.2010;2;2;1;
2010;7;Созопол;Рапан ;7.5;20.07.2010;944;944;1;
2010;7;Созопол;Хамсия ;9.5;20.07.2010;20;20;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);9.5;20.07.2010;200;200;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);22.5;20.07.2010;770;385;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);23.75;20.07.2010;1875;1875;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;20.07.2010;2685;2685;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;20.07.2010;10341;2585.25;4;
2010;7;Созопол;Попчета;6.1;21.07.2010;5;5;1;
2010;7;Созопол;Попчета;7.7;21.07.2010;5;5;1;
2010;7;Созопол;Хамсия ;9.5;21.07.2010;60;60;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);9.5;21.07.2010;40;40;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);22.5;21.07.2010;2340;1170;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);23.75;21.07.2010;2700;2700;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;21.07.2010;2865;2865;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;21.07.2010;8530;2132.5;4;
2010;7;Созопол;Попчета;11.15;22.07.2010;7;7;1;
2010;7;Созопол;Хамсия ;9.5;22.07.2010;100;100;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);22.5;22.07.2010;3080;3080;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);23.75;22.07.2010;2790;2790;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;22.07.2010;3000;3000;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;22.07.2010;5846;1169.2;5;
2010;7;Созопол;Рапан ;7.5;23.07.2010;1976;658.67;3;
2010;7;Созопол;Рапан ;8.2;23.07.2010;835;835;1;
2010;7;Созопол;Сафрид ;9.5;23.07.2010;100;100;1;
2010;7;Созопол;Хамсия ;9.5;23.07.2010;180;90;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);22.5;23.07.2010;1700;1700;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;23.07.2010;1970;985;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;23.07.2010;10616;2654;4;
2010;7;Созопол;Рапан ;7.85;24.07.2010;748;748;1;
2010;7;Созопол;Рапан ;8.2;24.07.2010;939;939;1;
2010;7;Созопол;Сафрид ;9.5;24.07.2010;80;80;1;
2010;7;Созопол;Хамсия ;9.5;24.07.2010;100;50;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;24.07.2010;2850;1425;2;
2010;7;Созопол;Рапан ;7.85;25.07.2010;516;516;1;
2010;7;Созопол;Рапан ;8.2;25.07.2010;799;799;1;
2010;7;Созопол;Сафрид ;9.5;25.07.2010;60;60;1;
2010;7;Созопол;Хамсия ;9.5;25.07.2010;120;60;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;25.07.2010;4050;2025;2;
2010;7;Созопол;Рапан ;8.2;26.07.2010;831;831;1;
2010;7;Созопол;Сафрид ;9.5;26.07.2010;100;100;1;
2010;7;Созопол;Хамсия ;9.5;26.07.2010;100;50;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;26.07.2010;1430;476.67;3;
2010;7;Созопол;Попчета;6.2;27.07.2010;2;2;1;
2010;7;Созопол;Попчета;7.4;27.07.2010;3;3;1;
2010;7;Созопол;Рапан ;7.5;27.07.2010;710;710;1;
2010;7;Созопол;Сафрид ;9.5;27.07.2010;40;40;1;
2010;7;Созопол;Хамсия ;9.5;27.07.2010;120;60;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);22.5;27.07.2010;970;485;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;27.07.2010;2230;2230;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;27.07.2010;7910;1977.5;4;
2010;7;Созопол;Попчета;4.2;28.07.2010;3;3;1;
2010;7;Созопол;Сафрид ;9.5;28.07.2010;40;40;1;
2010;7;Созопол;Хамсия ;9.5;28.07.2010;100;50;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);22.5;28.07.2010;1580;1580;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;28.07.2010;1290;1290;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;28.07.2010;5770;1154;5;
2010;7;Созопол;Рапан ;7.85;29.07.2010;702;702;1;
2010;7;Созопол;Сафрид ;9.5;29.07.2010;20;20;1;
2010;7;Созопол;Хамсия ;9.5;29.07.2010;120;60;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);22.5;29.07.2010;3600;1800;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;29.07.2010;6040;6040;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;29.07.2010;8310;2077.5;4;
2010;7;Созопол;Черноморска барбуня ;7;29.07.2010;5;5;1;
2010;7;Созопол;Сафрид ;9.5;30.07.2010;20;20;1;
2010;7;Созопол;Хамсия ;9.5;30.07.2010;80;40;2;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);22.5;30.07.2010;960;960;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);23.75;30.07.2010;1500;1500;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.45;30.07.2010;2200;2200;1;
2010;7;Созопол;Цаца (копърка, трицона, шпрот);25.5;30.07.2010;8925;1785;5;
2010;7;Созопол;Хамсия ;9.5;31.07.2010;60;60;1;
2010;8;Созопол;Попчета;6.2;01.08.2010;2;2;1;
2010;8;Созопол;Попчета;7.4;01.08.2010;2;2;1;
2010;8;Созопол;Рапан ;7.85;01.08.2010;536;536;1;
2010;8;Созопол;Сафрид ;9.5;01.08.2010;100;100;1;
2010;8;Созопол;Хамсия ;8.5;01.08.2010;3;3;1;
2010;8;Созопол;Хамсия ;9.5;01.08.2010;40;40;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;01.08.2010;4150;2075;2;
2010;8;Созопол;Попчета;11.1;02.08.2010;10;10;1;
2010;8;Созопол;Рапан ;7.5;02.08.2010;510;510;1;
2010;8;Созопол;Рапан ;7.85;02.08.2010;712;712;1;
2010;8;Созопол;Сафрид ;9.5;02.08.2010;80;80;1;
2010;8;Созопол;Сафрид ;11.1;02.08.2010;30;30;1;
2010;8;Созопол;Хамсия ;9.5;02.08.2010;40;40;1;
2010;8;Созопол;Хамсия ;11.1;02.08.2010;50;50;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;02.08.2010;810;810;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;02.08.2010;2010;2010;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;02.08.2010;2140;2140;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;02.08.2010;8310;2077.5;4;
2010;8;Созопол;Черноморска барбуня ;11.1;02.08.2010;20;20;1;
2010;8;Созопол;Попчета;6.2;03.08.2010;4;4;1;
2010;8;Созопол;Попчета;7.4;03.08.2010;2;2;1;
2010;8;Созопол;Рапан ;7.5;03.08.2010;921;921;1;
2010;8;Созопол;Хамсия ;9.5;03.08.2010;60;60;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;03.08.2010;3930;3930;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;03.08.2010;1200;1200;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;03.08.2010;2610;2610;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;03.08.2010;5910;1477.5;4;
2010;8;Созопол;Сафрид ;9.5;04.08.2010;20;20;1;
2010;8;Созопол;Хамсия ;9.5;04.08.2010;120;60;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;04.08.2010;2625;2625;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;04.08.2010;1755;1755;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;04.08.2010;3435;3435;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;04.08.2010;7378;1844.5;4;
2010;8;Созопол;Калкан ;6.9;05.08.2010;14;14;1;
2010;8;Созопол;Морска котка ;11.1;05.08.2010;10;10;1;
2010;8;Созопол;Попчета;11.1;05.08.2010;30;30;1;
2010;8;Созопол;Рапан ;9.1;05.08.2010;980;980;1;
2010;8;Созопол;Сафрид ;11.1;05.08.2010;10;10;1;
2010;8;Созопол;Хамсия ;9.5;05.08.2010;140;70;2;
2010;8;Созопол;Хамсия ;11.1;05.08.2010;100;100;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;05.08.2010;4200;4200;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;05.08.2010;3225;3225;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;05.08.2010;3720;3720;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;05.08.2010;8552;2138;4;
2010;8;Созопол;Рапан ;7.85;06.08.2010;527;527;1;
2010;8;Созопол;Рапан ;9.1;06.08.2010;998;998;1;
2010;8;Созопол;Сафрид ;7.7;06.08.2010;30;30;1;
2010;8;Созопол;Сафрид ;9.5;06.08.2010;20;20;1;
2010;8;Созопол;Хамсия ;9.5;06.08.2010;120;60;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;06.08.2010;2195;1097.5;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;06.08.2010;1160;1160;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;06.08.2010;2910;2910;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;06.08.2010;8590;2147.5;4;
2010;8;Созопол;Сафрид ;9.5;07.08.2010;20;20;1;
2010;8;Созопол;Сафрид ;11.15;07.08.2010;20;20;1;
2010;8;Созопол;Хамсия ;9.5;07.08.2010;160;80;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;07.08.2010;1800;900;2;
2010;8;Созопол;Попчета;6.2;08.08.2010;3;3;1;
2010;8;Созопол;Попчета;7.4;08.08.2010;2;2;1;
2010;8;Созопол;Хамсия ;9.5;08.08.2010;40;40;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;08.08.2010;3920;1960;2;
2010;8;Созопол;Сафрид ;6.1;09.08.2010;15;15;1;
2010;8;Созопол;Хамсия ;9.5;09.08.2010;40;40;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;09.08.2010;230;230;1;
2010;8;Созопол;Карагьоз, дунавска скумрия ;6.8;10.08.2010;10;10;1;
2010;8;Созопол;Рапан ;7.5;10.08.2010;741;741;1;
2010;8;Созопол;Хамсия ;9.5;10.08.2010;100;50;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;10.08.2010;2830;1415;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;10.08.2010;300;300;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;10.08.2010;6660;1665;4;
2010;8;Созопол;Рапан ;7.5;11.08.2010;521;521;1;
2010;8;Созопол;Рапан ;7.85;11.08.2010;708;708;1;
2010;8;Созопол;Хамсия ;9.5;11.08.2010;100;50;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);22.5;11.08.2010;260;260;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;11.08.2010;890;890;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;11.08.2010;2540;2540;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;11.08.2010;8504;2126;4;
2010;8;Созопол;Рапан ;7.5;12.08.2010;710;710;1;
2010;8;Созопол;Хамсия ;9.5;12.08.2010;80;40;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;12.08.2010;230;230;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;12.08.2010;650;325;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;12.08.2010;8850;2212.5;4;
2010;8;Созопол;Хамсия ;9.5;13.08.2010;80;40;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;13.08.2010;1690;1690;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;13.08.2010;7420;1060;7;
2010;8;Созопол;Рапан ;5.5;14.08.2010;971;971;1;
2010;8;Созопол;Хамсия ;9.5;14.08.2010;80;40;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;14.08.2010;2050;1025;2;
2010;8;Созопол;Попчета;8.5;15.08.2010;2;2;1;
2010;8;Созопол;Рапан ;5.5;15.08.2010;922;922;1;
2010;8;Созопол;Хамсия ;9.5;15.08.2010;80;40;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;15.08.2010;2100;1050;2;
2010;8;Созопол;Рапан ;7.5;16.08.2010;730;730;1;
2010;8;Созопол;Хамсия ;9.5;16.08.2010;80;40;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;16.08.2010;440;440;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;16.08.2010;1450;725;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;16.08.2010;5870;1467.5;4;
2010;8;Созопол;Попчета;6.2;17.08.2010;2;2;1;
2010;8;Созопол;Попчета;7.4;17.08.2010;1;1;1;
2010;8;Созопол;Рапан ;7.5;17.08.2010;842;842;1;
2010;8;Созопол;Хамсия ;9.5;17.08.2010;80;40;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;17.08.2010;300;300;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;17.08.2010;4990;1247.5;4;
2010;8;Созопол;Рапан ;7.5;18.08.2010;702;702;1;
2010;8;Созопол;Хамсия ;9.5;18.08.2010;120;60;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;18.08.2010;4480;2240;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;18.08.2010;14684;2097.71;7;
2010;8;Созопол;Рапан ;5.5;19.08.2010;1012;1012;1;
2010;8;Созопол;Рапан ;7.5;19.08.2010;911;911;1;
2010;8;Созопол;Рапан ;9.1;19.08.2010;1015;1015;1;
2010;8;Созопол;Хамсия ;9.5;19.08.2010;40;20;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;19.08.2010;2500;2500;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;19.08.2010;3820;1273.33;3;
2010;8;Созопол;Рапан ;5.5;20.08.2010;1231;1231;1;
2010;8;Созопол;Рапан ;7.5;20.08.2010;602;602;1;
2010;8;Созопол;Хамсия ;9.5;20.08.2010;60;30;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;20.08.2010;530;530;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;20.08.2010;1920;480;4;
2010;8;Созопол;Рапан ;5.5;24.08.2010;855;855;1;
2010;8;Созопол;Рапан ;7.5;24.08.2010;701;701;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;24.08.2010;1910;1910;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;24.08.2010;4400;1466.67;3;
2010;8;Созопол;Попчета;6.2;25.08.2010;2;2;1;
2010;8;Созопол;Рапан ;5.5;25.08.2010;576;576;1;
2010;8;Созопол;Рапан ;7.5;25.08.2010;971;971;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;25.08.2010;2750;1375;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;25.08.2010;1150;1150;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;25.08.2010;17660;4415;4;
2010;8;Созопол;Рапан ;10.28;26.08.2010;862;862;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;26.08.2010;680;680;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;26.08.2010;4385;4385;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;26.08.2010;8350;2087.5;4;
2010;8;Созопол;Попчета;6.2;27.08.2010;3;3;1;
2010;8;Созопол;Рапан ;5.5;27.08.2010;311;311;1;
2010;8;Созопол;Рапан ;7.5;27.08.2010;624;624;1;
2010;8;Созопол;Рапан ;10.28;27.08.2010;675;675;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;27.08.2010;1920;1920;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;27.08.2010;7830;7830;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;27.08.2010;8110;2027.5;4;
2010;8;Созопол;Рапан ;5.5;28.08.2010;733;733;1;
2010;8;Созопол;Рапан ;7.5;28.08.2010;544;544;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;28.08.2010;2640;2640;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;28.08.2010;3950;1975;2;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;28.08.2010;12010;3002.5;4;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);23.75;29.08.2010;840;840;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.45;29.08.2010;700;700;1;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;29.08.2010;5170;1723.33;3;
2010;8;Созопол;Цаца (копърка, трицона, шпрот);25.5;30.08.2010;2100;2100;1;
2010;8;Созопол;Попчета;6.2;31.08.2010;3;3;1;
2010;8;Созопол;Рапан ;10.28;31.08.2010;751;751;1;
2010;9;Созопол;Рапан ;7.5;01.09.2010;511;511;1;
2010;9;Созопол;Хамсия ;9.5;01.09.2010;60;60;1;
2010;9;Созопол;Хамсия ;9.5;02.09.2010;60;60;1;
2010;9;Созопол;Паламуд;9.5;03.09.2010;20;20;1;
2010;9;Созопол;Рапан ;7.5;03.09.2010;720;720;1;
2010;9;Созопол;Рапан ;10.28;03.09.2010;662;662;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;03.09.2010;160;160;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;03.09.2010;1380;1380;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;03.09.2010;6830;1707.5;4;
2010;9;Созопол;Паламуд;9.5;04.09.2010;40;40;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;04.09.2010;2000;2000;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;04.09.2010;1080;1080;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;04.09.2010;6020;1505;4;
2010;9;Созопол;Паламуд;9.5;05.09.2010;20;20;1;
2010;9;Созопол;Рапан ;5.5;05.09.2010;733;733;1;
2010;9;Созопол;Рапан ;7.5;05.09.2010;510;510;1;
2010;9;Созопол;Паламуд;9.5;06.09.2010;40;40;1;
2010;9;Созопол;Рапан ;7.5;06.09.2010;634;634;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;06.09.2010;1340;670;2;
2010;9;Созопол;Паламуд;9.5;07.09.2010;20;20;1;
2010;9;Созопол;Рапан ;5.5;07.09.2010;734;734;1;
2010;9;Созопол;Рапан ;7.5;07.09.2010;397;397;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;07.09.2010;1240;1240;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;07.09.2010;4980;2490;2;
2010;9;Созопол;Паламуд;9.5;08.09.2010;60;60;1;
2010;9;Созопол;Рапан ;7.5;08.09.2010;807;807;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;08.09.2010;2280;2280;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;08.09.2010;5900;1966.67;3;
2010;9;Созопол;Паламуд;9.5;09.09.2010;40;40;1;
2010;9;Созопол;Рапан ;7.5;09.09.2010;711;711;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;09.09.2010;1510;1510;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;09.09.2010;2390;2390;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;09.09.2010;9420;2355;4;
2010;9;Созопол;Паламуд;6.2;10.09.2010;5;5;1;
2010;9;Созопол;Паламуд;9.5;10.09.2010;20;20;1;
2010;9;Созопол;Зарган ;9.5;11.09.2010;40;40;1;
2010;9;Созопол;Паламуд;9.5;12.09.2010;60;60;1;
2010;9;Созопол;Паламуд;9.5;13.09.2010;20;20;1;
2010;9;Созопол;Зарган ;9.5;14.09.2010;60;60;1;
2010;9;Созопол;Паламуд;11.05;14.09.2010;30;30;1;
2010;9;Созопол;Рапан ;7.5;14.09.2010;810;810;1;
2010;9;Созопол;Рапан ;8.2;14.09.2010;811;811;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);23.75;14.09.2010;550;550;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;14.09.2010;1850;1850;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;14.09.2010;12885;4295;3;
2010;9;Созопол;Зарган ;3.25;15.09.2010;40;40;1;
2010;9;Созопол;Зарган ;9.5;15.09.2010;60;60;1;
2010;9;Созопол;Паламуд;11.05;15.09.2010;90;90;1;
2010;9;Созопол;Рапан ;7.5;15.09.2010;702;702;1;
2010;9;Созопол;Рапан ;7.85;15.09.2010;632;632;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;15.09.2010;1990;1990;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;15.09.2010;7940;1985;4;
2010;9;Созопол;Паламуд;9.5;16.09.2010;60;60;1;
2010;9;Созопол;Паламуд;11.05;16.09.2010;180;180;1;
2010;9;Созопол;Рапан ;7.5;16.09.2010;810;810;1;
2010;9;Созопол;Рапан ;7.85;16.09.2010;712;712;1;
2010;9;Созопол;Рапан ;8.2;16.09.2010;826;826;1;
2010;9;Созопол;Хамсия ;25.5;16.09.2010;600;600;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;16.09.2010;2020;1010;2;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;16.09.2010;9430;2357.5;4;
2010;9;Созопол;Зарган ;9.5;17.09.2010;40;40;1;
2010;9;Созопол;Паламуд;9.5;17.09.2010;40;40;1;
2010;9;Созопол;Паламуд;11.05;17.09.2010;100;100;1;
2010;9;Созопол;Рапан ;7.5;17.09.2010;924;924;1;
2010;9;Созопол;Рапан ;7.85;17.09.2010;712;712;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;17.09.2010;3100;3100;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;17.09.2010;8020;2005;4;
2010;9;Созопол;Паламуд;9.5;18.09.2010;200;200;1;
2010;9;Созопол;Паламуд;11.05;18.09.2010;80;80;1;
2010;9;Созопол;Рапан ;7.5;18.09.2010;771;771;1;
2010;9;Созопол;Хамсия ;25.5;18.09.2010;400;400;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;18.09.2010;5651;5651;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;18.09.2010;8710;2177.5;4;
2010;9;Созопол;Паламуд;9.5;19.09.2010;60;60;1;
2010;9;Созопол;Попчета;6.2;19.09.2010;2;2;1;
2010;9;Созопол;Рапан ;7.85;19.09.2010;518;518;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.45;19.09.2010;4140;4140;1;
2010;9;Созопол;Цаца (копърка, трицона, шпрот);25.5;19.09.2010;15705;3926.25;4;
2010;9;Созопол;Паламуд;6.2;20.09.2010;8;8;1;
2010;9;Созопол;Паламуд;9.5;20.09.2010;60;60;1;
